Date,Latitude,Longitude,Maximum Wind
19180824,14.9,72.3,65
19180824,15.2,74.4,70
19180824,15.3,76.4,75
19180825,15.4,78.8,80
19180825,15.5,80.9,85
19180825,15.6,83.0,90
19180825,15.8,85.2,80
19180826,16.1,87.6,70
19180826,16.5,89.4,45
19180826,17.0,91.0,30
19180823,27.7,73.3,35
19180823,28.8,74.5,35
19180823,30.0,75.7,40
19180824,31.2,76.6,40
19180824,32.4,77.1,50
19180824,33.5,77.3,60
19180824,34.4,77.0,65
19180824,34.8,76.8,65
19180825,35.1,76.5,60
19180825,35.7,75.9,60
19180825,36.2,75.3,60
19180825,36.8,74.6,55
19180826,37.5,73.8,45
19180826,38.2,72.9,35
19180826,39.0,72.0,30
19180831,35.0,51.0,35
19180831,35.2,51.3,35
19180901,35.5,51.6,35
19180901,35.8,51.9,35
19180901,36.0,52.0,35
19180901,36.2,52.0,35
19180902,36.5,51.9,40
19180902,36.7,51.8,40
19180902,37.0,51.5,45
19180902,37.3,51.0,45
19180903,37.6,50.5,50
19180903,37.8,50.0,50
19180903,38.0,49.5,55
19180903,38.2,49.2,55
19180904,38.3,49.0,60
19180904,38.4,48.8,60
19180904,38.5,48.5,60
19180904,38.6,48.2,60
19180905,38.7,47.9,55
19180905,38.8,47.5,50
19180905,39.0,47.0,45
19180905,39.2,46.2,40
19180906,39.5,45.2,35
19180902,24.6,57.0,40
19180902,24.8,57.8,45
19180902,25.0,58.5,50
19180902,25.2,59.0,60
19180903,25.4,59.5,65
19180903,25.7,60.0,70
19180903,26.0,60.5,70
19180903,26.6,61.2,75
19180904,27.7,62.0,75
19180904,28.8,62.9,80
19180904,29.8,63.8,80
19180904,30.8,64.6,85
19180905,31.8,65.3,90
19180905,32.8,65.8,95
19180905,33.8,66.3,95
19180905,34.8,66.8,95
19180906,35.8,67.2,90
19180906,36.8,67.3,80
19180906,38.0,67.2,70
19180906,39.7,66.5,60
19180907,42.5,65.0,50
19180907,45.5,63.0,45
19180907,47.5,60.5,40
19180907,48.5,58.0,40
19180908,48.9,56.5,40
19180908,49.0,55.5,35
19180908,49.0,55.0,30
19180909,13.9,59.8,35
19180909,14.3,60.7,35
19180909,14.7,61.6,35
19180909,15.1,62.5,35
19180910,15.4,63.3,35
19180910,15.7,64.1,35
19180910,16.0,65.0,35
19180910,16.2,66.2,35
19180911,16.4,67.5,35
19180911,16.6,68.7,40
19180911,16.8,70.0,40
19180911,16.9,71.2,40
19180912,17.0,72.5,40
19180912,17.1,73.7,40
19180912,17.2,75.0,40
19180912,17.2,76.2,35
19180913,17.2,77.5,35
19180913,17.3,78.7,35
19180913,17.5,80.0,35
19180913,17.8,81.2,35
19180914,18.4,82.3,35
19180914,18.9,83.3,30
19180914,19.5,84.0,25
19190702,24.6,84.3,25
19190702,25.0,84.7,30
19190702,25.4,85.1,35
19190703,26.0,85.5,40
19190703,26.7,85.9,45
19190703,27.5,86.3,50
19190703,28.3,86.6,55
19190704,29.1,86.8,55
19190704,29.9,86.9,55
19190704,30.4,87.0,55
19190704,30.6,87.1,45
19190704,31.2,87.3,35
19190705,31.7,87.6,30
19190705,32.2,87.9,25
19190705,32.7,88.2,20
19190705,33.2,88.5,20
19190902,16.0,61.0,25
19190902,16.3,62.3,30
19190903,16.7,63.6,30
19190903,17.1,64.8,35
19190903,17.5,66.0,40
19190903,18.0,67.0,45
19190904,18.6,68.0,45
19190904,19.1,69.0,40
19190904,19.5,70.0,35
19190904,19.8,70.8,35
19190905,20.0,71.6,35
19190905,20.2,72.2,35
19190905,20.5,72.5,35
19190905,20.9,72.6,35
19190906,21.4,72.6,40
19190906,21.8,72.7,45
19190906,22.2,72.8,50
19190906,22.5,73.1,55
19190907,22.8,73.5,60
19190907,23.0,74.0,65
19190907,23.2,74.5,75
19190907,23.4,75.1,85
19190908,23.5,75.8,95
19190908,23.6,76.5,95
19190908,23.7,77.3,100
19190908,23.8,78.1,105
19190909,23.9,78.9,110
19190909,24.0,79.7,115
19190909,24.0,80.5,120
19190909,24.1,81.3,125
19190910,24.3,82.1,130
19190910,24.6,82.8,130
19190910,24.6,82.9,130
19190910,24.8,83.4,130
19190910,24.9,84.0,130
19190911,25.0,84.5,130
19190911,25.0,85.0,130
19190911,25.1,85.5,130
19190911,25.3,86.1,125
19190912,25.6,86.7,120
19190912,25.9,87.3,115
19190912,26.2,88.0,110
19190912,26.4,89.0,110
19190913,26.5,90.0,115
19190913,26.5,91.0,125
19190913,26.5,92.0,125
19190913,26.6,92.9,120
19190914,26.7,93.8,115
19190914,26.8,94.6,110
19190914,27.0,95.5,105
19190914,27.2,96.6,100
19190914,27.2,97.3,100
19190915,27.4,98.0,75
19190915,27.8,99.5,55
19190915,28.2,101.,40
19190915,28.9,102.,35
19190916,29.7,103.,30
19190916,30.6,105.,25
19190916,31.5,106.,20
19190902,33.0,72.7,30
19190902,34.0,72.0,35
19190902,35.0,71.0,45
19190902,36.0,69.7,55
19190903,37.0,68.4,65
19190903,38.0,67.2,75
19190903,39.0,66.0,85
19190903,40.0,65.0,85
19190904,41.0,64.0,70
19190904,42.0,63.0,55
19190904,43.0,62.0,45
19190904,44.2,61.0,35
19190905,45.5,60.0,30
19190929,27.5,75.5,30
19190929,28.0,76.0,30
19190929,28.5,76.5,35
19190929,29.0,77.0,35
19190930,29.5,77.6,35
19190930,30.0,78.2,40
19190930,30.5,79.0,40
19190930,30.9,80.0,40
19191001,31.2,81.1,40
19191001,31.2,81.3,40
19191001,31.4,82.3,35
19191001,31.5,83.5,30
19191001,31.5,84.7,25
19191002,31.5,86.0,20
19191110,32.0,58.5,30
19191110,31.0,59.3,30
19191110,30.0,60.0,35
19191110,29.1,60.7,35
19191111,28.3,61.3,40
19191111,27.6,61.9,45
19191111,27.0,62.5,50
19191111,26.6,63.1,55
19191112,26.3,63.8,60
19191112,26.1,64.4,60
19191112,26.0,65.0,60
19191112,26.3,65.6,60
19191113,27.0,66.2,55
19191113,27.7,66.5,55
19191113,28.0,66.4,50
19191113,28.0,65.8,50
19191114,27.8,64.8,45
19191114,27.6,63.4,45
19191114,27.5,62.0,40
19191114,28.3,60.7,40
19191115,29.0,59.5,35
19191115,29.5,58.5,35
19191115,30.0,57.5,30
19191115,30.7,56.5,30
19200907,11.1,36.6,35
19200907,11.5,37.8,35
19200907,12.0,39.0,35
19200907,12.7,40.1,35
19200908,13.4,41.1,35
19200908,14.1,42.1,40
19200908,14.8,43.0,40
19200908,15.4,44.0,45
19200909,16.1,45.0,50
19200909,16.8,46.0,55
19200909,17.5,47.0,60
19200909,18.3,48.0,65
19200910,19.2,49.0,70
19200910,20.1,50.0,75
19200910,21.0,50.8,75
19200910,21.9,51.5,80
19200911,22.8,51.8,80
19200911,23.7,51.9,85
19200911,24.6,52.0,85
19200911,25.6,52.1,85
19200912,26.7,52.2,90
19200912,27.8,52.3,95
19200912,29.0,52.2,95
19200912,30.2,51.9,95
19200913,31.3,51.4,90
19200913,32.4,50.8,90
19200913,33.5,50.0,85
19200913,34.6,49.1,85
19200914,35.8,48.1,80
19200914,36.9,47.0,80
19200914,38.0,45.5,75
19200914,39.0,43.5,70
19200915,39.9,41.0,60
19200915,40.7,38.2,50
19200915,41.4,35.0,45
19200915,41.8,31.9,40
19200916,42.0,28.5,35
19200916,42.1,24.9,30
19200916,11.7,76.5,30
19200916,12.0,77.5,30
19200916,12.4,78.6,30
19200917,12.9,79.7,30
19200917,13.3,80.7,30
19200917,13.7,81.5,30
19200917,14.1,82.3,30
19200918,14.5,83.1,30
19200918,14.9,83.8,30
19200918,15.2,84.5,30
19200918,15.5,85.2,30
19200919,15.9,85.9,35
19200919,16.4,86.5,35
19200919,17.0,87.0,40
19200919,17.8,87.3,40
19200920,18.8,87.6,45
19200920,20.0,87.9,40
19200920,21.2,88.2,35
19200920,22.4,88.5,45
19200921,23.6,88.8,55
19200921,24.8,89.1,65
19200921,26.0,89.5,70
19200921,27.4,90.1,75
19200922,28.9,90.7,85
19200922,29.1,90.8,85
19200922,30.5,91.6,60
19200922,32.2,92.6,40
19200922,34.0,93.4,30
19200923,36.0,94.1,30
19200923,38.2,94.8,25
19200919,30.4,76.8,25
19200919,30.5,76.5,30
19200919,30.6,76.2,30
19200920,30.7,75.9,30
19200920,30.8,75.7,30
19200920,30.7,75.5,35
19200920,30.5,75.4,35
19200921,30.0,75.3,35
19200921,29.6,75.4,40
19200921,29.5,75.5,45
19200921,29.6,75.7,50
19200922,29.9,75.9,55
19200922,30.4,76.1,60
19200922,31.0,76.4,70
19200922,31.8,76.9,75
19200923,32.7,77.5,65
19200923,33.7,78.2,55
19200923,34.8,79.0,35
19200923,35.9,79.9,30
19200924,37.0,81.0,25
19200923,32.5,57.0,30
19200923,32.8,56.9,30
19200924,33.1,56.8,35
19200924,33.4,56.7,35
19200924,33.5,56.5,40
19200924,33.5,56.3,40
19200925,33.5,56.1,40
19200925,33.5,55.8,40
19200925,33.5,55.5,40
19200925,33.3,55.2,40
19200926,33.0,54.9,40
19200926,32.7,54.5,40
19200926,32.5,54.0,40
19200926,32.5,53.2,40
19200927,32.6,52.2,35
19200927,32.8,51.1,35
19200927,33.0,50.0,30
19200927,33.4,48.8,25
19200925,25.0,83.0,25
19200925,25.0,83.7,25
19200925,25.1,84.4,25
19200926,25.3,85.2,25
19200926,25.4,85.9,25
19200926,25.5,86.5,30
19200926,25.5,87.0,30
19200927,25.4,87.4,30
19200927,25.3,87.7,30
19200927,25.2,88.0,35
19200927,25.1,88.3,35
19200928,25.0,88.5,40
19200928,24.9,88.6,40
19200928,24.8,88.7,45
19200928,24.9,88.8,50
19200929,25.1,88.9,55
19200929,25.4,89.0,60
19200929,25.8,88.9,70
19200929,26.4,88.3,75
19200930,27.2,86.8,65
19200930,28.2,84.4,55
19200930,28.9,82.9,55
19200930,29.5,81.5,45
19200930,31.1,78.0,45
19210616,16.5,82.4,30
19210616,16.5,83.2,30
19210616,16.5,84.0,30
19210616,16.5,84.7,30
19210617,16.5,85.3,35
19210617,16.7,86.0,40
19210617,17.1,86.7,45
19210617,17.7,87.7,45
19210618,18.7,89.1,40
19210618,19.6,90.6,35
19210618,20.3,92.0,45
19210618,20.8,93.0,45
19210619,21.2,93.5,50
19210619,21.6,93.8,50
19210619,22.0,94.0,50
19210619,22.4,94.2,55
19210620,22.8,94.5,60
19210620,23.2,94.7,60
19210620,23.7,95.0,65
19210620,24.2,95.2,65
19210621,24.7,95.3,65
19210621,25.1,95.4,65
19210621,25.5,95.5,70
19210621,26.0,95.6,70
19210622,26.5,95.6,75
19210622,27.0,95.7,80
19210622,27.6,95.8,80
19210622,28.5,95.9,80
19210623,29.6,96.0,50
19210623,30.9,96.1,40
19210623,32.1,96.2,30
19210623,33.2,96.1,30
19210624,34.3,95.7,30
19210624,35.3,95.3,30
19210624,36.3,95.0,30
19210624,36.9,94.9,30
19210625,37.3,94.8,30
19210625,37.6,94.8,30
19210625,37.9,94.8,25
19210625,38.3,94.8,20
19210626,38.8,94.9,20
19210626,39.4,95.0,15
19210626,40.0,95.2,15
19210904,21.0,95.0,30
19210904,21.1,95.2,30
19210905,21.3,95.3,30
19210905,21.4,95.4,30
19210905,21.5,95.5,30
19210905,21.7,95.7,30
19210906,21.8,95.9,35
19210906,21.9,96.1,40
19210906,22.0,96.5,50
19210906,22.2,97.0,60
19210907,22.4,97.6,70
19210907,22.6,98.1,55
19210907,22.8,98.6,45
19210907,23.2,98.9,40
19210908,23.8,98.8,35
19210908,24.8,98.7,30
19210906,10.0,40.0,40
19210906,10.0,42.0,40
19210906,10.0,44.0,45
19210906,10.1,46.0,45
19210907,10.2,48.1,50
19210907,10.3,50.3,50
19210907,10.4,52.5,50
19210907,10.5,54.3,50
19210908,10.6,55.9,60
19210908,10.7,57.5,65
19210908,11.0,59.0,70
19210908,11.6,60.4,80
19210909,12.4,61.8,90
19210909,13.2,63.2,95
19210909,14.0,64.5,100
19210909,14.6,65.5,100
19210910,15.1,66.3,100
19210910,15.7,67.0,100
19210910,16.3,67.6,100
19210910,16.9,68.0,100
19210911,17.6,68.3,110
19210911,18.3,68.5,110
19210911,19.0,68.6,90
19210911,19.8,68.7,90
19210912,20.7,68.8,95
19210912,21.6,69.0,95
19210912,22.5,69.2,95
19210912,23.5,69.2,95
19210913,24.7,69.3,100
19210913,25.9,69.4,100
19210913,27.0,69.5,105
19210913,27.7,69.5,105
19210914,28.3,69.5,105
19210914,28.9,69.5,105
19210914,29.5,69.2,105
19210914,30.2,68.7,105
19210915,30.9,67.8,100
19210915,31.6,66.6,100
19210915,32.3,65.1,95
19210915,33.3,63.3,95
19210916,34.6,61.2,90
19210916,36.3,58.7,90
19210916,38.5,55.5,90
19210916,41.2,52.3,85
19210917,44.5,49.2,80
19210917,48.0,46.1,75
19210917,52.0,43.0,70
19210917,56.5,40.0,65
19210908,23.0,63.4,35
19210908,23.3,63.9,35
19210908,23.5,64.3,35
19210908,23.6,64.6,35
19210909,23.8,64.9,35
19210909,24.0,65.2,35
19210909,24.2,65.5,35
19210909,24.4,65.8,35
19210910,24.6,66.1,35
19210910,24.8,66.3,35
19210910,25.0,66.5,35
19210910,25.4,66.5,35
19210911,25.9,66.3,35
19210911,26.6,66.0,45
19210911,27.5,65.5,55
19210911,28.5,65.0,65
19210912,29.5,64.4,75
19210912,30.5,63.8,80
19210912,31.5,63.0,80
19210912,32.6,62.1,80
19210913,33.7,61.1,80
19210913,34.8,60.1,80
19210913,36.0,59.0,80
19210913,37.3,57.5,80
19210914,38.7,55.5,80
19210914,40.1,53.0,80
19210914,41.5,49.5,75
19210914,43.0,45.5,70
19211015,24.0,84.0,30
19211015,25.5,83.0,30
19211016,27.0,81.8,30
19211016,28.5,80.3,35
19211016,30.0,78.5,45
19211016,31.7,76.0,50
19211017,33.5,73.0,55
19211017,35.3,69.5,60
19211017,37.0,66.0,60
19211017,38.2,63.0,60
19211018,39.4,60.2,60
19211018,40.4,57.4,60
19211018,41.1,54.5,60
19211018,41.5,51.3,60
19211019,41.8,48.5,60
19211019,42.0,45.7,60
19211019,42.2,43.0,60
19211019,42.2,40.5,60
19211020,42.3,38.5,60
19211020,42.3,37.3,60
19211020,42.2,36.0,60
19211020,41.8,34.5,65
19211021,41.2,33.0,70
19211021,40.7,31.5,70
19211021,40.0,30.5,65
19211021,39.2,30.0,60
19211022,38.4,29.8,55
19211022,37.7,29.8,50
19211022,37.0,30.0,45
19211022,36.5,30.5,40
19211023,36.0,31.1,35
19211023,35.8,31.8,35
19211023,35.6,32.5,30
19211023,35.6,33.0,30
19211024,35.5,33.2,35
19211024,35.5,34.0,30
19211020,12.7,80.1,35
19211020,13.1,80.4,35
19211020,13.5,80.6,35
19211020,13.8,80.9,40
19211021,14.2,81.2,45
19211021,14.6,81.5,50
19211021,15.0,81.8,50
19211021,15.5,82.2,55
19211022,16.0,82.6,65
19211022,16.5,83.0,70
19211022,17.0,83.5,75
19211022,17.6,84.0,80
19211023,18.3,84.5,90
19211023,19.1,85.0,100
19211023,20.0,85.3,110
19211023,20.9,85.4,120
19211024,21.8,85.5,120
19211024,22.8,85.5,120
19211024,23.8,85.5,120
19211024,24.7,85.2,120
19211025,25.6,84.8,120
19211025,26.4,84.4,115
19211025,27.1,83.9,105
19211025,27.8,83.1,100
19211025,28.1,82.8,100
19211026,28.5,82.2,80
19211026,29.0,81.0,70
19211026,29.5,79.6,75
19211026,29.5,78.0,75
19211027,29.4,76.3,80
19211027,29.2,74.6,80
19211027,29.0,73.1,75
19211027,28.7,71.8,75
19211028,28.4,70.7,75
19211028,28.1,69.7,75
19211028,27.8,68.8,75
19211028,27.3,67.8,70
19211029,26.8,66.7,70
19211029,26.6,65.5,70
19211029,26.5,64.0,70
19211029,27.0,62.0,60
19211030,28.5,59.0,50
19211030,30.5,55.0,40
19211119,20.9,65.0,25
19211119,21.2,66.0,25
19211119,21.5,67.0,30
19211119,21.8,68.0,30
19211120,22.1,69.0,30
19211120,22.3,70.0,35
19211120,22.5,71.0,35
19211120,22.7,72.0,40
19211121,22.8,72.9,40
19211121,22.9,73.7,45
19211121,23.0,74.5,50
19211121,22.9,75.2,50
19211122,22.8,75.8,45
19211122,22.7,76.5,45
19211122,22.5,77.5,40
19211122,22.3,78.8,40
19211123,22.2,80.3,35
19211123,22.1,81.5,35
19211123,22.0,82.5,30
19211123,22.0,83.4,30
19211124,22.1,84.3,30
19211124,22.3,85.2,30
19211124,22.5,86.0,25
19211124,22.7,86.4,25
19211125,22.9,86.5,25
19211125,23.2,86.5,25
19211125,23.5,86.5,25
19211125,24.0,86.5,25
19220612,15.5,82.3,25
19220612,16.3,83.4,25
19220613,17.1,84.5,25
19220613,17.8,85.6,25
19220613,18.3,86.5,30
19220613,18.5,87.0,30
19220614,18.7,87.6,30
19220614,19.0,88.5,30
19220614,19.5,89.5,25
19220614,20.1,90.8,25
19220615,20.7,92.3,30
19220615,21.3,94.0,35
19220615,22.0,95.5,40
19220615,23.0,96.7,45
19220616,24.0,97.7,45
19220616,25.0,98.6,35
19220616,26.0,99.5,30
19220616,27.0,100.,25
19220913,10.4,46.8,30
19220913,10.7,48.1,30
19220913,11.0,49.3,30
19220913,11.2,50.5,35
19220914,11.6,51.7,40
19220914,12.0,52.9,45
19220914,12.6,54.0,50
19220914,13.4,55.2,55
19220915,14.2,56.4,60
19220915,15.1,57.7,60
19220915,15.8,58.8,70
19220915,16.4,59.8,80
19220916,17.0,60.9,90
19220916,17.6,61.9,100
19220916,18.1,62.9,100
19220916,18.7,63.9,100
19220917,19.3,64.9,100
19220917,20.0,65.9,100
19220917,20.6,66.8,105
19220917,21.2,67.2,105
19220918,21.9,67.3,105
19220918,22.5,67.4,105
19220918,23.2,67.5,105
19220918,24.0,67.6,105
19220919,24.9,67.7,105
19220919,25.8,67.8,105
19220919,26.5,67.8,105
19220919,27.3,67.6,105
19220920,27.9,67.3,105
19220920,28.6,66.9,105
19220920,29.2,66.5,105
19220920,29.9,66.1,105
19220921,30.6,65.7,100
19220921,31.3,65.3,100
19220921,32.3,64.8,100
19220921,33.6,63.8,100
19220922,35.1,62.0,100
19220922,36.7,60.0,95
19220922,38.0,57.5,90
19220922,39.0,55.0,85
19220923,40.0,52.5,80
19220923,41.0,50.0,75
19220923,42.0,47.5,75
19220923,43.5,44.5,75
19220924,45.5,40.0,75
19220924,47.5,34.4,75
19220924,49.0,29.5,75
19220924,50.0,26.0,75
19220925,50.5,23.0,75
19220925,50.8,20.0,75
19220925,51.0,17.5,75
19220925,51.0,15.8,75
19220926,50.8,14.3,70
19220926,50.5,13.0,65
19220926,50.0,12.0,60
19220926,49.5,11.0,50
19220927,49.5,10.0,50
19220927,49.5,9.0W,45
19220927,49.5,8.0W,40
19220927,49.5,7.0W,40
19220928,49.5,5.2W,35
19220928,49.5,3.0W,30
19220918,28.8,79.4,30
19220918,28.9,79.2,30
19220918,29.0,79.0,35
19220918,29.1,78.7,35
19220919,29.2,78.5,40
19220919,29.3,78.2,40
19220919,29.5,78.0,45
19220919,29.7,77.8,50
19220920,29.9,77.6,55
19220920,30.2,77.3,60
19220920,30.5,77.0,65
19220920,30.8,76.5,70
19220921,31.2,76.0,70
19220921,31.6,75.5,70
19220921,32.0,75.0,70
19220921,32.3,74.5,70
19220922,32.6,74.0,70
19220922,33.0,73.5,70
19220922,33.5,73.0,70
19220922,34.3,72.2,65
19220923,35.5,71.2,60
19220923,36.6,70.0,55
19220923,37.5,69.0,50
19220923,38.1,68.4,45
19220924,38.5,68.2,40
19220924,38.3,68.1,35
19220924,39.0,68.0,35
19220924,39.2,68.0,35
19220925,39.4,68.0,30
19221011,12.0,75.5,25
19221011,12.0,75.8,25
19221011,12.0,76.0,25
19221011,12.0,76.3,25
19221012,12.0,76.5,25
19221012,12.0,76.7,25
19221012,12.0,77.0,25
19221012,12.2,77.2,25
19221013,12.5,77.4,25
19221013,12.9,77.6,25
19221013,13.5,78.0,25
19221013,14.3,78.5,25
19221014,15.2,79.0,30
19221014,16.2,79.5,30
19221014,17.0,80.0,30
19221014,17.6,80.5,30
19221015,17.9,81.0,30
19221015,18.1,81.5,30
19221015,18.2,82.0,35
19221015,18.4,82.3,40
19221016,18.6,82.5,45
19221016,18.8,82.7,50
19221016,19.1,83.0,60
19221016,19.3,83.3,65
19221017,19.5,83.7,70
19221017,19.9,84.1,75
19221017,20.4,84.5,80
19221017,20.7,85.2,85
19221018,20.7,85.9,95
19221018,20.6,86.6,95
19221018,20.5,87.3,85
19221018,20.5,87.9,65
19221019,20.4,88.4,55
19221019,20.4,88.9,50
19221019,20.3,89.5,50
19221019,20.2,90.0,50
19221020,20.1,90.6,60
19221020,20.0,91.3,65
19221020,19.8,91.8,70
19221020,19.6,92.1,70
19221021,19.4,92.4,70
19221021,19.1,92.6,70
19221021,18.8,92.8,70
19221021,18.5,93.0,70
19221022,18.3,93.2,45
19221022,18.1,93.4,35
19221012,16.5,84.5,25
19221012,16.5,84.2,25
19221012,16.5,84.0,25
19221012,16.7,83.7,25
19221013,17.0,83.4,30
19221013,17.4,83.1,30
19221013,18.0,83.0,35
19221013,19.0,83.0,35
19221014,20.2,83.0,35
19221014,21.5,83.0,35
19221014,22.8,83.0,35
19221014,24.2,83.4,40
19221015,25.3,84.0,45
19221015,26.1,84.7,45
19221015,26.6,85.3,45
19221015,27.0,85.8,45
19221016,27.3,86.3,45
19221016,27.6,86.8,40
19221016,28.0,87.2,35
19221016,28.6,87.5,30
19221017,29.3,87.7,30
19221017,30.0,87.8,25
19221017,30.8,87.9,25
19221017,31.6,88.0,25
19230622,20.0,95.0,25
19230622,20.0,94.8,25
19230623,20.0,94.5,25
19230623,20.1,94.3,25
19230623,20.2,94.0,25
19230623,20.3,93.7,25
19230624,20.5,93.4,25
19230624,20.7,93.2,25
19230624,21.0,93.0,25
19230624,21.5,92.9,25
19230625,22.2,92.9,25
19230625,23.0,92.8,30
19230625,24.0,92.5,30
19230625,25.5,91.9,35
19230626,27.5,91.0,40
19230626,29.1,90.1,40
19230626,29.5,89.8,40
19230626,31.0,88.0,35
19230626,31.7,86.0,30
19230627,31.9,84.0,30
19230627,32.0,82.0,30
19230627,32.0,80.0,40
19230627,32.0,78.2,40
19230628,32.0,76.5,45
19230628,32.2,75.0,50
19230628,32.5,73.5,50
19230628,33.0,72.0,45
19230629,34.0,70.5,40
19230901,29.4,73.0,25
19230901,29.7,72.2,25
19230901,30.0,71.5,25
19230901,30.3,70.8,25
19230902,30.6,70.2,30
19230902,30.8,69.8,30
19230902,31.0,69.5,30
19230902,31.2,69.4,30
19230903,31.3,69.4,30
19230903,31.3,69.3,30
19230903,31.5,69.0,30
19230903,31.9,68.2,35
19230904,32.4,67.2,40
19230904,33.0,66.1,45
19230904,33.5,65.0,50
19230904,34.0,63.8,55
19230905,34.4,62.3,60
19230905,34.8,61.0,65
19230905,35.2,60.0,70
19230905,35.6,59.2,75
19230906,35.9,58.6,80
19230906,36.2,58.2,80
19230906,36.5,58.0,85
19230906,36.7,57.9,85
19230907,36.9,57.9,85
19230907,37.0,58.0,90
19230907,37.1,58.0,90
19230907,37.1,58.0,85
19230908,37.1,58.1,85
19230908,37.2,58.3,80
19230908,37.5,58.5,80
19230908,38.0,58.7,75
19230909,38.7,58.9,75
19230909,39.5,59.0,70
19230909,40.5,58.8,70
19230909,41.8,58.2,65
19230910,43.5,57.5,55
19230910,45.4,56.5,45
19230910,47.5,55.0,40
19230907,11.7,19.4,30
19230907,12.3,19.7,30
19230907,13.0,20.0,35
19230907,13.7,20.3,35
19230908,14.5,20.7,40
19230908,15.2,21.1,40
19230908,16.0,21.5,45
19230908,16.7,22.0,45
19230909,17.5,22.6,45
19230909,18.3,23.3,45
19230909,19.0,24.0,40
19230909,19.5,24.7,40
19230910,20.0,25.4,35
19230910,20.5,26.2,35
19230910,21.0,27.0,35
19230910,21.5,27.8,30
19230911,22.0,28.6,30
19230910,27.0,73.0,25
19230910,28.0,72.5,25
19230910,29.0,72.0,30
19230910,30.0,71.4,30
19230911,31.0,70.7,35
19230911,32.0,69.9,35
19230911,33.0,69.0,40
19230911,34.0,68.0,45
19230912,35.0,67.0,50
19230912,36.0,65.8,60
19230912,37.0,64.5,70
19230912,39.0,62.8,70
19230913,42.0,61.0,70
19230913,45.0,58.8,60
19230913,47.5,56.0,50
19230913,48.5,52.5,45
19230914,49.0,48.0,40
19230914,48.8,42.5,35
19230914,48.5,38.0,30
19230914,48.0,36.0,30
19230915,47.5,35.0,30
19230924,21.0,73.0,40
19230925,21.5,73.3,45
19230925,22.0,73.6,50
19230925,22.5,74.0,55
19230925,23.1,74.5,60
19230926,23.7,75.1,65
19230926,24.3,75.7,65
19230926,25.0,76.1,65
19230926,25.8,76.3,65
19230927,26.7,76.4,65
19230927,27.5,76.4,65
19230927,28.3,76.3,70
19230927,28.9,76.1,75
19230928,29.4,75.8,80
19230928,29.8,75.3,85
19230928,30.2,74.8,90
19230928,30.6,74.3,95
19230929,30.9,73.8,100
19230929,31.2,73.3,105
19230929,31.5,72.7,105
19230929,31.8,72.0,105
19230930,32.1,71.1,105
19230930,32.4,70.0,100
19230930,33.0,68.7,95
19230930,34.2,67.0,95
19231001,36.0,64.5,90
19231001,38.5,61.5,85
19231001,41.7,59.0,80
19231001,44.2,58.0,75
19231002,45.7,57.6,70
19231002,46.4,57.5,65
19231002,47.0,57.5,60
19231002,48.0,57.0,55
19231003,50.0,55.3,50
19231003,52.5,52.3,50
19231003,55.0,49.0,45
19231003,57.0,46.0,45
19231004,58.5,43.0,45
19231004,59.5,40.0,45
19231004,60.0,37.0,45
19231004,60.3,34.0,45
19231012,10.4,93.0,35
19231012,11.9,93.8,40
19231012,13.4,94.5,40
19231013,14.8,95.1,40
19231013,16.0,95.6,40
19231013,17.1,96.0,35
19231013,18.2,96.1,30
19231014,19.4,95.7,30
19231014,20.5,95.2,35
19231014,21.5,94.7,40
19231014,22.4,94.2,45
19231015,23.1,93.7,50
19231015,23.6,93.1,55
19231015,24.2,92.4,60
19231015,25.4,91.6,65
19231016,27.2,91.0,70
19231016,29.2,91.0,70
19231016,31.5,91.0,50
19231016,33.7,91.2,45
19231017,35.7,91.4,45
19231017,37.5,91.7,35
19231017,39.0,92.0,30
19231015,21.6,63.8,35
19231015,22.6,63.0,35
19231015,23.6,62.3,35
19231015,24.6,61.8,35
19231016,25.6,61.4,40
19231016,26.7,61.2,45
19231016,28.0,61.0,50
19231016,29.3,61.0,55
19231017,30.7,61.1,55
19231017,32.1,61.3,55
19231017,33.5,62.0,55
19231017,34.6,63.1,55
19231018,35.5,64.4,55
19231018,36.2,65.8,55
19231018,37.0,67.0,55
19231018,38.1,68.0,55
19231019,39.5,69.0,55
19231019,40.5,70.0,50
19231019,41.3,70.6,50
19231019,42.5,71.0,45
19231019,44.5,71.8,35
19231016,20.5,95.0,35
19231016,21.0,94.0,35
19231017,21.8,93.0,35
19231017,22.8,91.6,40
19231017,24.0,90.0,45
19231017,26.5,88.9,50
19231018,30.0,89.0,50
19231018,30.3,89.0,50
19231018,32.9,89.1,40
19231018,35.5,89.2,35
19231018,37.5,88.7,30
19231019,39.5,87.5,30
19231019,41.5,85.9,35
19231019,43.5,84.0,35
19231019,45.4,82.2,35
19231020,47.2,80.6,35
19231020,49.1,79.0,35
19231020,51.0,77.0,35
19231020,53.0,74.5,35
19231021,55.5,71.5,30
19231021,58.5,68.0,30
19231021,62.5,64.0,30
19231021,67.0,60.0,30
19231024,19.3,59.8,35
19231024,20.0,60.0,35
19231024,20.7,60.2,35
19231025,21.4,60.4,35
19231025,22.2,60.6,35
19231025,23.0,61.0,35
19231025,23.8,61.8,35
19231026,24.7,63.0,40
19231026,25.6,64.2,40
19231026,26.5,65.0,40
19231026,27.7,65.2,35
